Country Name,Country Code,year,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)","Annualized growth in per capita real survey mean consumption or income, top 10% (%)","Annualized growth in per capita real survey mean consumption or income, top 60% (%)","Annualized growth in per capita real survey mean consumption or income, total population (%)",Annualized growth in per capita real survey median income or consumption expenditure (%),GINI index (World Bank estimate),Growth component of change in poverty at $1.90 a day (2011 PPP) (% of change),Growth component of change in poverty at $3.20 a day (2011 PPP) (% of change),Growth component of change in poverty at $5.50 a day (2011 PPP) (% of change),Income share held by fourth 20%,Income share held by highest 10%,Income share held by highest 20%,Income share held by lowest 10%,Income share held by lowest 20%,Income share held by second 20%,Income share held by third 20%,Median daily per capita income or consumption expenditure (2011 PPP),"Multidimensional poverty, Drinking water (% of population deprived)","Multidimensional poverty, Educational attainment (% of population deprived)","Multidimensional poverty, Educational enrollment (% of population deprived)","Multidimensional poverty, Electricity (% of population deprived)","Multidimensional poverty, Headcount ratio (% of population)","Multidimensional poverty, Monetary poverty (% of population deprived)","Multidimensional poverty, Sanitation (% of population deprived)",Number of poor at $1.90 a day (2011 PPP) (millions),Number of poor at $3.20 a day (2011 PPP) (millions),Number of poor at $5.50 a day (2011 PPP) (millions),"Population, total",Poverty gap at $1.90 a day (2011 PPP) (%),Poverty gap at $3.20 a day (2011 PPP) (% of population),Poverty gap at $5.50 a day (2011 PPP) (% of population),Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Poverty headcount ratio at $1.90 a day, Female (2011 PPP) (% of female population)","Poverty headcount ratio at $1.90 a day, Male  (2011 PPP) (% of male population)","Poverty headcount ratio at $1.90 a day, age 0-14  (2011 PPP) (% of population age 0-14)","Poverty headcount ratio at $1.90 a day, age 15-64 (2011 PPP) (% of population age 15-64)","Poverty headcount ratio at $1.90 a day, age 65+ (2011 PPP) (% of population age 65+)","Poverty headcount ratio at $1.90 a day, rural (2011 PPP) (% of rural population)","Poverty headcount ratio at $1.90 a day, urban (2011 PPP) (% of urban population)","Poverty headcount ratio at $1.90 a day, with primary education (2011 PPP) (% of population age 16+ with primary education)","Poverty headcount ratio at $1.90 a day, with secondary education (2011 PPP) (% of population age 16+ with secondary education)","Poverty headcount ratio at $1.90 a day, without education (2011 PPP) (% of population age 16+ without education)","Poverty headcount ratio at $1.90 a day,  with Tertiary/post-secondary education (2011 PPP) (% of population age 16+ with Tertiary/post-secondary education)",Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",Redistribution component of change in poverty at $1.90 a day (2011 PPP) (% of change),Redistribution component of change in poverty at $3.20 a day (2011 PPP) (% of change),Redistribution component of change in poverty at $5.50 a day (2011 PPP) (% of change),"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)","Survey mean consumption or income per capita, top 10% (2011 PPP $ per day)","Survey mean consumption or income per capita, top 60% (2011 PPP $ per day)","Survey mean consumption or income per capita, total population (2011 PPP $ per day)",Short Name,Table Name,Long Name,2-alpha code,Currency Unit,Special Notes,Region,Income Group,WB-2 code,National accounts base year,National accounts reference year,SNA price valuation,Lending category,Other groups,System of National Accounts,Alternative conversion factor,PPP survey year,Balance of Payments Manual in use,External debt Reporting status,System of trade,Government Accounting concept,IMF data dissemination standard,Latest population census,Latest household survey,Source of most recent Income and expenditure data,Vital registration complete,Latest agricultural census,Latest industrial data,Latest trade data,Unnamed: 30,is_country,flag
El Salvador,SLV,2017,,,,,,38.0,,,,22.2,29.1,44.7,2.5,6.4,11.0,15.7,,,,,,,,,0.1,0.5,1.8,6388122.0,0.4,2.1,8.8,1.9,,,,,,,,,,,,8.4,28.9,29.2,29.2,,,,,,,,El Salvador,El Salvador,Republic of El Salvador,SV,U.S. dollar,,Latin America & Caribbean,Lower middle income,SV,Original chained constant price data are rescaled.,2014,Value added at basic prices (VAB),IBRD,,Country uses the 2008 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2007,"Multiple Indicator Cluster Survey, 2014","Integrated household survey (IHS), 2017",Yes,2007-2008,1998.0,2017.0,,True,🇸🇻
El Salvador,SLV,2018,3.95,-1.23,1.41,1.82,3.57,38.6,,,,22.1,29.4,45.3,2.4,6.2,10.9,15.5,8.58,3.8,24.7,4.0,3.0,7.3,1.5,9.3,0.1,0.5,1.6,6420744.0,0.3,1.9,7.9,1.5,1.5,1.4,2.3,1.2,1.0,2.9,0.6,1.7,0.6,2.8,,7.7,25.7,,,,,,4.72,32.52,15.29,11.06,El Salvador,El Salvador,Republic of El Salvador,SV,U.S. dollar,,Latin America & Caribbean,Lower middle income,SV,Original chained constant price data are rescaled.,2014,Value added at basic prices (VAB),IBRD,,Country uses the 2008 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2007,"Multiple Indicator Cluster Survey, 2014","Integrated household survey (IHS), 2017",Yes,2007-2008,1998.0,2017.0,,True,🇸🇻
Equatorial Guinea,GNQ,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,265771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,255800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,247962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,242156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,239678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,241980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,249929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,264374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,284630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,308206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,331552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,352118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,369023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,382981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,394961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,406620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,419188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,432853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,447266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,462637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,479098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,496768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,515853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,536460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,558492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,581770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,606181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,631666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,658384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,686664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,716949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,749535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,784496.0,,,,,,,,,,,,,,,,,,76.8,76.8,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,821687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,860840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,901599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,943639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,986853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
Equatorial Guinea,GNQ,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,Central African CFA franc,,Sub-Saharan Africa,Upper middle income,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,1965–84,2011,BPM5 (Converted into BPM6 by IMF),,General trade system,Budgetary central government,,2015,"Demographic and Health Survey, 2011","Priority survey (PS), 2006",,2015,,2017.0,,True,🇬🇶
